# x,p
-9.626,-15.252
8.199,16.398
-4.256,-4.512
-0.327,-0.654
-7.715,-11.430
-0.130,-0.260
-1.067,-0.260
3.051,6.102
6.211,12.422
9.136,18.272
0.555,5.110
-9.142,-14.284
-1.283,-2.566
2.904,5.808
-4.229,-4.458
-4.019,-4.458
-8.559,-13.118
-3.930,-7.860
5.621,11.242
-9.893,-15.786
3.060,6.120
-6.829,-9.658
4.760,9.520
5.060,10.120
6.059,12.118
-6.225,-8.450
3.654,7.308
-4.247,-4.494
-5.797,-7.594
-8.339,-12.678
4.349,8.698
6.826,13.652
-2.566,-1.132
2.873,5.746
-1.157,1.686
-8.501,-13.002
1.279,2.558
-5.620,-7.240
1.146,2.292
1.633,3.266
4.057,8.114
3.439,8.114
6.523,13.046
-3.103,-2.206
-6.881,-9.762
1.585,3.170
9.378,18.756
4.617,13.234
-1.211,1.578
-2.365,-0.730
2.628,5.256
-2.568,-1.136
-5.473,-6.946
4.438,8.876
-2.442,-0.884
-1.327,-0.884
0.291,0.582
-4.750,-5.500
6.510,13.020
8.086,16.172
6.553,16.172
3.588,11.176
-6.663,-9.326
1.967,3.934
-5.597,-7.194
3.691,7.382
6.652,13.304
2.028,8.056
8.054,16.108
-0.671,2.658
-7.718,-11.436
-7.402,-11.436
2.363,4.726
-3.284,-2.568
9.639,19.278
-9.244,-14.488
9.442,18.884
8.752,18.884
3.786,11.572
-6.882,-9.764
-7.786,-11.572
4.571,9.142
7.573,15.146
1.659,7.318
3.036,7.318
-7.646,-11.292
-3.056,-6.112
4.884,9.768
5.228,10.456
6.100,12.200
6.895,13.790
1.956,7.912
-0.655,2.690
-9.299,-14.598
-5.314,-10.628
5.121,10.242
-5.452,-6.904
-3.492,-6.904
6.248,12.496
-1.666,0.668
